,0
1670,"I just finished Squid Games and fck episode 6 :,( my heart"
1671,the squid games sweatsuits looked comfy 🙁 lmao i want one
1672,@EIementery @lMuhscle @9Demoh So many cringe moments in squid games with they way the voice actors talked over the… https://t.co/9M6eVILTFK
1673,Chiluc on squid games https://t.co/NpKuQmp4AN
1674,I’m bouta tune back into squid games
1675,Watched squid games in a day 😂 where’s the next season
1676,imma see what the hype bout squid games cus literally everybody talm bout it😂
1677,i want to watch squid games but i’m kinda Scared 😅
1678,squid games funny but weird as hell
1679,watching squid games is unhealthy for my anxiety.
1680,Y’all are trash for putting spoilers out about squid games when it’s popular as hell rn
1681,I didn’t expect squid games to be this gruesome
1682,🤣 like damn I’m tryna finish stupid ass squid games
1683,did  i  say  i  wasn't  gonna  watch  squid  games  because  of  the  basis  of  the  show  ?  yes  absolutely.   a… https://t.co/jTblwhjz6T
1684,just finished squid games 😅👍🏽
1685,"[ squid game episode 6 spoiler ]
And OMG damb it must’ve hurt like a b!!+ch when they had to play the marble games… https://t.co/ht4RCkZ5Xa"
1686,Also the presence of Player001 is so integral to Gi-hun’s character during the Squid Games - his compassion becomes… https://t.co/fTrfucdcfL
1687,"[ sorry more squid game spoilers ]
What I like abt Gi-hun how he cares deeply for his family and didn’t need the sq… https://t.co/FJEQRxVOvf"
1688,Episode 6 of squid games tore me apart emotionally
1689,"Midnight Mass was levels better than Squid Games.

I hated the ending of SG. Homeboy turns into Katniss Everdeen an… https://t.co/ZL1leIzGVH"
1690,"SQUID GAMES IS CRAZZZYYY
HUNGER GAMES VIBES"
1691,squid games but the winner gets to listen to narcissist early
1692,Squid games can’t be that good. Y’all be jazzin anything
1693,@Pokediger1 @KreekCraft Have you finished watching squid games now after 3h?
1694,gonna watch squid games and rewatcg alice in borderland
1695,Squid games got me up over thinking 🤔 💀
1696,Just binged them entire season of Squid Games ahaha
1697,Mmmm ion like the way Squid Games ended 🙄. Like y’all really took me through alll them emotions just for him to not… https://t.co/w7CmjHXfpJ
1698,@EIementery @lMuhscle @9Demoh money heist good asf squid games dogshit
1699,once yall finish squid games get on that alice in borderland so I can post/like spoilers
1700,squid games is nothing like i expected 😳😖
1701,Squid Games isn’t hentai?
1702,Wish i had someone to watch squid games with 🥲
1703,youll sit down and watch squid game but cry over a boy who played GAMES with your heart and always needed a pen bec… https://t.co/Le0mcdK3ik
1704,Squid Games was so good!!
1705,@withluvhee I’m so over these locals I wish they never found out about squid games . The same assholes were being racist every other week
1706,Was going to start the squid games but I’m going to be a hipster and not watch it
1707,I hope my sissy’s haven’t watched squid games me
1708,just finished squid games…. The ending😤 Are You shitting me?!!!!!!!!!!!!!!
1709,I wonder if i would of survived squid games 😂
1710,"Hi friends,

So this “squid games” movie shit. Do we recommend to watch this while h**h OR…I really need to be focu… https://t.co/trcmOZn85Z"
1711,@aboutsbu @_IkanyengM Squid games 😂
1712,I'm desperately trying to find player 69 in squid games..I have problems
1713,Watching squid games..
1714,"@shaneashgaming Squid games is a Netflix show, and it's is violent, lots of death and shooting.  14+ I'd think for ages."
1715,i did not fw the last 2 episodes of squid games 😗
1716,"Squid game update! 
Marbles has been released! 

https://t.co/TIyZLYhXJR
#Roblox #RobloxDevs"
1717,I can barely keep my eyes open but I wanna finish Squid Games 😭
1718,Going to have nightmares of BP making a cameo in squid games season 2 instead of just Jennie. YG would really pull… https://t.co/dTOqA0poz8
1719,i saw a tweet that asked if you were in the squid games what point do you think you’d be eliminated and honestly th… https://t.co/BKQdjebiCk
1720,"nsfw // the squid game richies reason for making those games is so stupid, they’d just have to hire me and would ha… https://t.co/4rm14Za1ZP"
1721,"Idc, I would not have return back like them people did in squid games."
1722,squid games gmfu man why’s his momma couldn’t hold on for him to get home 🥺
1723,Why am I crying over squid games 😭
1724,Finna start squid games
1725,"ya squid games omg such a good show !!!!!! But it’s all based on real life, really FUCK capitalism"
1726,I knew better than to watch squid games under a fucking cancer moon and now I’m BAWLING. How dare I do this to myself
1727,Thats it! Im watching Squid Games.
1728,@prettyyyyfairy i would sacarfice myself for you to win squid games
1729,Squid Games.
1730,squid games got me like 😭😭 https://t.co/3uLsM1fCkO
1731,haven’t watched squid games yet and i don’t plan on watching it https://t.co/qzr3xWhC5x
1732,Time to start squid games
1733,just finished watching episode six of squid games and that was so fcking depressing what
1734,I am repulsed by Squid Games. Time for episode 2
1735,Is it crazy that I want to rewatch squid games again..it was just so enjoyable and I loved every second of it..every last bit of it 😩🥰
1736,what the fuck is squid games
1737,squid games makes me anxious af 😭 i’m sitting here shaking wtf
1738,What is this squid games thing tho
1739,Holy shit. Squid Games is crazy crazy.
1740,Squid games is nuts. 🤯
1741,@trippysnft Squid games
1742,Binging Squid Games today was well worth it
1743,did not know locals were also watching squid games it’s very funny to see normal people doin stuff u do #allnighterthoughts
1744,"Okay, so you can figure out strategies for all the games on squid game, but what about the glass path? Like, what d… https://t.co/3UOGRIBQyf"
1745,That nigga won squid games and got a dyke haircut with red dye
1746,"Im about to give Squid games a try, im kinda scared cuz iont like stuff with a lot of killing 😂"
1747,"what is squid games, i still need to pay my subscription"
1748,@TheAn1meMan squid games on another lvl
1749,Just finished Squid Games and he better than me cause uhhh..
1750,@AldiUK @NetflixUK Squid games
1751,Squid games do not recommend. They voices aggy and the girls r messy
1752,Gotta mute squid games cuz y’all keep spoiling it
1753,Ali in squid games gives me good hopes 🥺
1754,"Samyang buldak with egg, fried tofu, and kimchi. Squid Games let's gooooooo https://t.co/p045mepi2n"
1755,Did i really just cry watching episode 6 of squid games.... how fucking sad 🥺
1756,From squid games not Ward Tentacles
1757,Almost forgot about Wutang w/ all this Squid Games talk.
1758,I need a new show to watch cause squid games was a waste of time
1759,"@noahconk both series are great and popular 
simply put, i liked the games in alice more than squid"
1760,what is squid games?
1761,Squid Games made me so damn mad
1762,Finished Squid Games. What next?
1763,Y'ALL TWEETING SQUID GAMES SHIT. HOLD. ON. DAMN!! IM ON THE LAST EPISODE. GIVE ME 20 MORE MINUTES PLEASEEEE
1764,Episode 6 of Squid Games is just pure evil
1765,Me and Greg watching Squid games and ain’t no way that lil girl got a  ____ as a present
1766,Just watch 7 ep of squid games sheeesh
1767,I just started seeing the Squid Games and mfs on Twitter keep tryna spoil some
1768,gonna check the roblox squid games
1769,"The fact that everyone is misinterpreting Squid Games is crazy , yall are really brainwashed huh 🤣"
1770,Fucking Squid Games 🙆🏾‍♂️
1771,today i showed my brother all the games in squid game up to tug of war and then he sends me this https://t.co/KCagbZQgjv
1772,Squid games was a stressful ass show
1773,The old man in squid games 😭
1774,the VIP masks on squid games kinda fire 🔥 lmao
1775,No one said squid games was Korean. No wonder that shit crazy. Gonna watch it now.
1776,If it was me on squid games. I would've started fuckin them folks
1777,I watched the entire squid games in one sitting 🧍🏽‍♀️
1778,@ampexclusive Yall should do squid games irl
1779,Squid Games really had bro give his daughter a blicky
1780,Ok I'm about to cave and bump squid games to the top of my watchlist😭 this is why I cant ever get caught up on my shows!
1781,Why does my 11 year old son know what squid games is and I don’t 😒
1782,Wtf is Squid Games
1783,i am watching squid games
1784,I should be sleep but I’m up watching squid games
1785,I’ll risk it all for the old man on squid games 🥺
1786,Squid games been trending for almost 3 weeks now omg
1787,Squid games better in Korean language
1788,y’all seen those footages of fam playing squid games in times square ?
1789,Squid games is literally bts run and you can’t change my mind https://t.co/c1myEHtne4
1790,@malcmrn Squid Games: Mylor Crowling edition.
1791,"This show Squid Games on Netflix is crazy asf, but good."
1792,"@IGN TellTale Games or Ubisoft should make a Squid ""Game"""
1793,"Squid Game has no right being this good. The writing, characters, mystery and payoffs are so good so far! https://t.co/5AcrJRhBKj"
1794,The fact that i’ve finished squid games in two nights…..and i’m horrible with shows
1795,so are we just going to ignore the fact that squid game is basically just korean hunger games
1796,From what I have gathered on the TL so far about squid game it’s some kinda… hunger games shit
1797,"Saw 1st episode of Squid Games. Damnnnnnnn!!! 😨

Not my kind of content but maybe ill continue or maybe not. 🤧"
1798,"Squid games already starting off crazy asf, baby shoot me fuck that"
1799,nobody told me squid games revolves around a deadbeat dad bitch I’m UPSET
1800,no one on theos team from this weeks sprout harmony is getting past the first game in squid games 😭
1801,Ayy bro fuck episode 6 of squid games.
1802,So what I’m hearing is squid game is basically the hunger games
1803,@Kanye868 When the cop was going thru the other squid games they all started with number 2. That just made me know… https://t.co/yL0Kzuu6BV
1804,"@Fcbculer10 @Fodensznn47 Money heist is the definition of goated then squid games, pesky blinders 😩"
1805,"Just watched Squid Games, it low key reminded me of a @MrBeast video gone wrong…"
1806,me watching squid game and the squid starts playing games https://t.co/7NNi51jqyH
1807,Squid Games is that fuckin one 😆💯👌🏾
1808,im sad too watch squid games now 😭
1809,They shake too much in squid games lmao
1810,I wanna watch squid games but I’m too scared to watch it alone 🤣
1811,If you look like 067 from squid games DM me
1812,"Ok I just saw a clip for the squid games movie .. ima watch it this weekend , I’m sold"
1813,I been saying this !! 😭 they honestly be having be hooked I’m glad squid games is doing so well because Korean dram… https://t.co/nw3TrzH6fi
1814,i wanna rewatch squid games so i can fall in love w them again https://t.co/GwXVYWquT4
1815,Wow I actually like squid games
1816,"watching squid games since everyone's talking about it

dAMN the first episode lol rip"
1817,Why would I start squid games tonight???  Now imma be up tryna watch it all 😂
1818,Squid 🦑 games is bananas
1819,This episode On Squid Games 😭😭😭💔💔💔
1820,Imagine being in squid games cause literally I’m traumatized just from watching it 😭😭😭
1821,I hope people who watch Squid Games will also watch Move to Heaven
1822,@ZHONGLllDILF what if that old man gives all his money to gihun and he becomes in charge of the koreas squid games
1823,Need something to watch squid games tier level only
1824,I thought my tv was lagging while watching squid games until y’all said something about the voice overs 🤣🤣🤣
1825,squid games got me f*cked up😭
1826,squid games is definitely too intense for me :( it’s good but I really wouldn’t watch this again
1827,I’m gonna watch squid games tonight bc I’m not tired at all and idk what else to do other than pamper myself
1828,I’m like the panjabi Michael Jordan of squid games lol
1829,Everyone watch squid games it’s a must finished it last week and I can’t stop thinking about it
1830,@girImuse Squid games was kinda predictable while with Alice in borderland there where so many Plottwist with the games ect...
1831,Okay. Y’all won me over without even trying. I’ll binge Squid Games this weekend
1832,"Has anyone watched Squid Games? If so, is it good?"
1833,Squid Games reminded me of this show 😂 who else watched this late at night on Spike tv? https://t.co/FN5KoNfVig
1834,Squid Games crazy lol
1835,Squid games is just truth or die but as a korean tv show
1836,Bruh should I also be 67 from squid games for halloween?!?
1837,how we know earth not playing squid games for some galactic federation out there 😐
1838,"Feel like crying but I have nothing to be sad about, no reason for tears to happen 😅 when I rewatch squid games episode number __ 😍😍"
1839,"My Squid Games would’ve been:
https://t.co/jj3bN4ll3a
Manhunt
Yahtzee
Keep Red Light Green Light
Monopoly 
Uno best 4 outta 6"
1840,squid games has me googling the won to usd conversion rate every episode 😗😂
1841,I just finished episode 6 of squid games &amp;&amp; idk what broke my heart😭😭
1842,Am I the only one who couldn’t get into Squid games??
1843,i don't know what squid games is and at this point i am too afraid to ask
1844,What is this squid games everybody talking about?
1845,my brain clutch at these squid games
1846,"Watching all these people get shot &amp; killed
in the first game of the squid games https://t.co/iRMECSeaSa"
1847,guess imma give squid games a chance
1848,also nobody warned me about the old man in squid games. if there is an old person in any movie or show i will get a… https://t.co/mX2fSZe21c
1849,they wetting these niggas TF up in squid games
1850,So Squid games is good af!!!! Why it end like that tho
1851,ppl normally don’t talk about kdramas as a collective but the sun is in sidereal virgo. (strategy &amp; games) &amp; everyo… https://t.co/vPRZATeL3V
1852,my mind feels fucked right now after finishing squid games like wtf 😦😦 but wow 11/10 show 🤯 https://t.co/adIsdZwT4n
1853,"Lee Jung Jae also shared his personal thoughts on why he had found “Squid Game” charming, explaining, “I liked the… https://t.co/rr1VT6zMui"
1854,squid games is a bit too much for me 😭
1855,Wtf I didn’t know Lee Byung-hun is in squid games
1856,@xavismediocre wann a play roblox squid games later
1857,Episode 6 of Squid Games got me like https://t.co/9aPKDd9aVn
1858,"🍓 READY NETFLIX HARIAN MINGGUAN TINGGAL COPAS 🍓

• 3K/DAY
• 5K/2 DAYS
• 7K/3 DAYS
• 10K/WEEK

🌟 NO VPN
🌟 1 PROFIL =… https://t.co/0fpBqucIWH"
1859,"I would still say give it a go, and watch both Alice and Squid. Overall, it was entertaining if you’re extremely bo… https://t.co/nkJsfDJgxo"
1860,"Some of the acting was pretty bad too, especially the VIPs. The moment they were introduced, the whole series felt… https://t.co/BgyrQV5dWg"
1861,@katiebandz_ Squid games trippin
1862,I told myself last time that i would like a coffin kinda like in squid games coz its black and pink ... 😆 https://t.co/zobY4M1XQ9
1863,the nigga who is behind the concept of the squid games is sick asl cuz the concept of this shit is really “you nigg… https://t.co/2RP1BXTjAj
1864,who tf let these kids watch squid games https://t.co/JwdvpmpdBx
1865,"@dizzydesigns3 @DataDevRBLX Im gonna kill myself, too much of these squid games"
1866,"I just watched the first episode of squid games, and wow that was horrifying"
1867,been binge watching squid games with @mrrican49 and literally haven't picked my phone up since we started lol. only… https://t.co/np8jYncF5J
1868,"Up , damn near about to finish squid games"
1869,Nah fuck Squid Games. They aint got no rights playing with my emotions this way.
1870,"I leave Twitter for a few days and come back to R Kelly going to jail, a tweet launching a race war, America finna… https://t.co/5mf9Ck1Vth"
1871,Finished Squid Games 😭
1872,just watched the first episode of squid games &amp; why i lowkey wanna play
1873,Ep 6 of Squid Games got me like https://t.co/OQS53ZvHGt
1874,Squid games is crazy. Finally Netflix dropped some heat
1875,Squid game is just the hunger games with extra steps
1876,"Squid games this squid games that, y’all clearly have never seen Saw."
1877,@Squids_Discover it’s called that bc one of the kid games played is played on a squid-shaped court. it’s a real game
1878,I cut squid games on seen it was in another language n cut it smooth off 😂
1879,lmao no I was watch baseball 🤣🤣🤣. Squid games is awful . https://t.co/uN1dzxf3ll
1880,OLD MAN PLAY TOO MANY GAMES IN THE SQUID SHOW DAAAAMN
1881,"Comparing Squid Game to Danganronpa:
- Inaccurate
- Misleading
- Reminds you that Danganronpa exists

Comparing Squ… https://t.co/XdK19bVNPf"
1882,"Just watched 30 mins of squid games, I promise my kids will never have to grow up too early"
1883,im rewatching squid games and ali and his wife :(((
1884,Gonna watch squid games to understand that xiaoae au
1885,"corpsetwt squid games where we make dalgona but if you lose, u have to delete your account /j"
1886,I need to stay off socials until I finish Squid Games 😭
1887,Squid Game really be like The Long Walk and Hunger Games together.
1888,Squid games.
1889,Mr beast would pull something like squid games
1890,Made it through 7 episodes of squid games. I'm going to bed lol
1891,bro squid games ending is hot burning trash wtf is this  why what
1892,Squid Games has me on the edge of my seat. My palms are sweaty lol
1893,Bout to see what this Squid games about
1894,Squid games so bad it got me rooting for Sangwoo like idk wtf you minors hate him for if he didn’t betray * he d13s… https://t.co/YkUUiwqNwX
1895,Smh why they had to do my brown brother like that in squid games
1896,This squid games shit crazy asl 😧
1897,"While watching Squid Games,  I kept waiting for Jigsaw to come out on his lil trikey 🥺"
1898,Me after I to loose to someone in one of the squid games https://t.co/OKm77vLMRW
1899,Episode 6 of squid games mannn
1900,is it just me or squid game giving hella hunger games vibes
1901,squid games game where u have to explain how nen works or they shoot u
1902,Squid games and chill 🌚
1903,finished Squid Games episode 6 https://t.co/lV8FLmRyZf
1904,Alr fuck it let me see what this Squid Games shit about 🙄
1905,Squid games ending &lt;&lt;&lt;
1906,Squid Games wild.
1907,squid game is the korean game show version of hunger games
1908,@yeyameister I’m going to watch squid 🦑 games now thanks for the heads up
1909,squid games is some black mirror shit
1910,Squid Games is just a look at part of what they was doing on Epstein Island.
1911,@RBW_MAMAMOO mumumumuch halloween performance video dressed up squid games characters please or a 3-5 ep  mamamoo i… https://t.co/pMiBmnq9FW
1912,Y’all spoiling tf out the show squid games
1913,bye i just watched squid games d3@th games
1914,squid games shows you bitches will do anything for money ong ‼️💯🤨
1915,So I need to start watching squid games……got it
1916,can we play squid games for m&amp;g..? with like less death of course
1917,I only watched one episode of squid games 😩and all u dirty booty particle dropping Mfs ruining it 💀🤦🏾‍♀️trying to d… https://t.co/JFplc6A4tI
1918,Binge watched squid games and now I'm mad there isn't a second season.. why do I do this to myself
1919,@GaIaxy_One Have you played the squid games on it yet? Lol
1920,squid games was dope idc
1921,what is squid games
1922,ep 3 of squid games and why is that man whos pretending to be a masked person make me more nervous than the games w… https://t.co/2iuUKGWqff
1923,😂 ny sister done gave me a website to watch squid games for free since we aint got Netflix
1924,@jarritonaranja You goin after this squid games guy is a menace to my timeline 😂
1925,WAIT SQUID GAMES NOT EVEN A GAME AT ALL?? ITS A SHOW??? /WOW/ IM SLOW
1926,Squid games is making me cry so much it’s not even funny 😞
1927,Mmm… squid games…
1928,"I ain’t expect Squid Games to blow up like that. 

It’s actually crazy rn"
1929,Love how Squid Games came out with masks and outfits right before Halloween
1930,This squid games shit something else
1931,What squid games doing?????????
1932,I don't wanna put on my lil coat and play mr pharmacist I just wanna eat my cheese and watch squid games
1933,I’m up watching squid games like I don’t have hella errands to run tomorrow
1934,Squid games good money
1935,just spent 5 hours straight watching squid games
1936,This Squid game shit INSANE lmao it’s like hunger games on steroids bro. This shit creepy af
1937,I really can’t watch foreign movies but streets saying squid games is good
1938,I can’t get over squid games
1939,@ShaggyBlack Never even heard of Squid Games.
1940,Squid games though 😳😳 #SquidGame #SquidGames #Netflix
1941,this gangster mf in squid games snake tatt is actually sick
1942,ok but… alice in borderland is so much better than squid games
1943,Yeah I gotta watch the last episode of squid games tomorrow cause that just pissed me off
1944,I can’t believe they were in the squid games and dipping off to have sex
1945,"@gbennylola Anyways, Roblox has a game with majority of the games it has the green,red light game, tug of war, and… https://t.co/5elRaa0xyM"
1946,we talking about squid games and she wont tell me why she cant watch the next episode haha maybe her netflix just expired
1947,I thought Squid Games was a new SahBabii album. It’s not &amp; Im confused. Don’t even wanna know what it is now.
1948,y'all need to stfu with squid games spoilers
1949,Not gonna hold y’all… I’m not winning squid games
1950,everyone’s keeps talking about squid games but tbh im not reading all those damn subtitles &amp; i hate when the voices… https://t.co/5UtjScVrlK
1951,so I need to watch squid games now?
1952,Feel like I gotta watch squid games already bc Twitter is nothing but spoilers
1953,Nigga like me woulda passed red light green light on squid games in 30 seconds.
1954,I just can’t get into squid games
1955,Tf is squid games about anyways
1956,“You wanna play a game” has forever been ruined for me. First saw now squid games 💀
1957,"@FieldsToARob At the end of squid game, an old man who participated in the games reveals that he created the games and then f*ckin dies"
1958,Watching Squid games
1959,Watching squid games gave me the tolerance to watch #Alive
1960,squid games but the prize is an 8ball n a pack of trulys
1961,Im literally up watching squid games like i dont have to work two whole jobs tomorrow g 😭
1962,"Just started As the gods will, the very first scene is similar to Squid games wtf"
1963,Squid Games literally has me clenching my blankets .. 🥲😭
1964,Ima be up for a while watching squid games
1965,finishing midnight mass and wanting to watch something lighter to unload the weight of it all. *starts squid games*
1966,Thinking realistically about the games in Squid Game and right now I’d absolutely be 0-2 :/
1967,"Someone said, everyone who took out a PPP loan going on Squid Games lol"
1968,Squid games but the price is my nuts on your jaw.
1969,I’m finishing squid games tonight and that’s that
1970,im really over here hooked on squid games
1971,@luckyysharmzz @shardulgo Squid games!
1972,"Squid games

ACTOR CHANWOO IS BACK
#WelcomeBackActorChanwoo @iKON_chan_w000 @YG_iKONIC #CHANWOO #아이콘 #정찬우"
1973,"""SQUID GAMES"" on Netflix 
             😳😮😱"
1974,seriously wondering if Squid Games happens in real life and we have no idea #feeling #scared
1975,"if y’all watched Squid Games in 
English, I CANNOT FUCK W/ YOU.."
1976,If y’all like squid games u gotta watch Alice in borderland!!!
1977,Alice in borderland is way better than Squid Games l
1978,Ok so squid games is actually like that
1979,squid games was good asf. 10/10
1980,I just finished squid games omg
1981,I’m completely lost now with this sudden twist in squid games. Like wait what are they harvesting organs
1982,ok i started squid games... THIS IS CRAZY
1983,Foundation has a similar logo to Squid Games.. what did I sign up for? Death NFTs?!💀
1984,"@MrTopHatDoggo Squid Game is a Korean drama on Netflix. I believe it is very similar to “Alice in Borderland”, anot… https://t.co/vhyMhBFJG2"
1985,@JORDYDREAMZ she could be on squid games
1986,"If y’all liked squid games, watch Alice in borderland 🤩"
1987,should i watch squid games with my mom ?
1988,Squid games crazy asf
1989,Started Squid Games ep 1 on the plane. Gonna finish it n see if it's gon stick. Also gonna finish Outer Banks szn 3 tonight. 😎
1990,Nah nah nah Squid Games is giving me heart palpitations. This is too much
1991,Squid game is like purge + saw + childrens games
1992,Imma mute squid games so it’s not spoiled for me
1993,Squid games 😵‍💫😵‍💫
1994,this shit is TEW much so much fucking death like it’s called squid games I thought they were gonna b doing some sor… https://t.co/CvWLspRnyK
1995,my bf clowns me for watching kdramas but over here watching squid games IN ENGLISH 😭 https://t.co/CYM6epP69m
1996,No way that old man created the squid games cause he was bored
1997,"@kdrama_menfess Neverthless, Squid Games, Extracuricullar, Move to Heaven"
1998,just watched ep 1 squid games with dynox and lucid1k
1999,starting squid games now see y’all in the morning !
